source,target,edgeType
node11283,node14326,connects_to
node23290,node74867,connects_to
node75250,node79514,related
node48470,node42421,connects_to
node307,node70799,related
node72391,node76574,connects_to
node80484,node68998,depends_on
node14932,node10637,related
node35171,node54808,depends_on
node62845,node28179,depends_on
node16382,node59214,related
node50322,node14933,related
node42506,node12798,related
node14725,node16873,related
node56671,node58071,related
node17444,node34592,connects_to
node45576,node38593,connects_to
node60893,node17049,depends_on
node41299,node32322,depends_on
node72660,node1619,related
node53779,node36366,depends_on
node65527,node55731,related
node2854,node6781,related
node63991,node69419,depends_on
node14423,node81431,related
node6947,node3952,depends_on
node71777,node78824,connects_to
node76259,node81444,connects_to
node19621,node76892,connects_to
node11681,node7479,connects_to
node7608,node43329,connects_to
node80515,node53360,connects_to
node20054,node23275,connects_to
node8388,node53015,connects_to
node60661,node60028,related
node27494,node70076,depends_on
node42533,node35393,depends_on
node80716,node25248,depends_on
node23216,node5224,connects_to
node57710,node37578,depends_on
node6902,node58037,depends_on
node5563,node69541,depends_on
node73011,node36063,related
node64399,node1196,depends_on
node7035,node26489,depends_on
node71050,node46518,depends_on
node38754,node33575,related
node6846,node41800,depends_on
node21462,node48981,depends_on
node13426,node48663,depends_on
node39233,node63173,related
node41614,node31796,depends_on
node3216,node18109,connects_to
node3010,node68847,depends_on
node82903,node3218,depends_on
node82255,node77686,related
node8115,node41822,connects_to
node78424,node65979,related
node65081,node47922,related
node45290,node83,depends_on
node71883,node16159,depends_on
node32456,node52159,depends_on
node27865,node37188,connects_to
node47211,node35051,depends_on
node40046,node27590,connects_to
node9467,node5398,related
node55540,node51158,related
node31152,node14173,related
node53495,node20719,related
node39368,node37919,connects_to
node52914,node8097,related
node70208,node78383,depends_on
node40912,node58807,related
node17671,node80899,connects_to
node13435,node64877,depends_on
node29255,node39302,depends_on
node24733,node10712,related
node12559,node23035,connects_to
node72445,node61255,depends_on
node54478,node62947,connects_to
node14478,node37814,connects_to
node17008,node11023,related
node27966,node4104,depends_on
node2790,node27042,connects_to
node32871,node54149,connects_to
node60002,node48721,connects_to
node33322,node14076,related
node69372,node25293,connects_to
node51160,node43729,depends_on
node66726,node73221,related
node25938,node6672,connects_to
node5074,node13953,depends_on
node80091,node79681,depends_on
node65269,node32215,connects_to
node7280,node16251,depends_on
node71198,node19373,connects_to
node31273,node36728,depends_on
node20795,node58255,depends_on
node38664,node75952,related
node36482,node59456,connects_to
node44991,node58695,related
node80528,node27264,related
node1352,node82283,depends_on
node8921,node56020,connects_to
node12150,node22215,related
node45614,node51226,related
node49247,node48269,depends_on
node60252,node32924,related
node82565,node53750,connects_to
node8121,node76980,related
node1029,node7801,related
node9084,node61917,depends_on
node38196,node51371,depends_on
node31912,node2421,depends_on
node28429,node69660,related
node18604,node63794,connects_to
node11896,node78669,depends_on
node32322,node55647,related
node8775,node70949,depends_on
node69654,node6620,connects_to
node32798,node69685,related
node42897,node77003,related
node16624,node38432,depends_on
node79171,node55850,depends_on
node12598,node21325,connects_to
node78448,node36171,connects_to
node31975,node57332,connects_to
node54027,node72964,related
node52728,node17491,related
node67596,node71509,connects_to
node22829,node32110,related
node74018,node72034,connects_to
node76074,node51195,connects_to
node63285,node12976,related
node71441,node11354,depends_on
node74599,node22852,depends_on
node31420,node38918,related
node59961,node49454,depends_on
node23967,node18613,connects_to
node38102,node26738,related
node67813,node61197,related
node1168,node23640,connects_to
node30707,node36064,related
node526,node62071,connects_to
node40095,node15319,connects_to
node69170,node20343,depends_on
node41390,node79249,connects_to
node40167,node81036,depends_on
node59966,node9200,connects_to
node6342,node48091,depends_on
node49382,node65804,related
node41843,node59389,depends_on
node74748,node72091,related
node23794,node23052,connects_to
node54127,node43364,related
node22179,node6919,related
node17602,node46982,related
node47821,node24322,related
node18555,node7996,related
node32619,node20311,related
node15983,node58060,related
node60497,node33374,depends_on
node76361,node64576,connects_to
node66341,node66711,depends_on
node25398,node42275,related
node30107,node25232,related
node7450,node45276,connects_to
node77068,node43521,connects_to
node25234,node82878,connects_to
node68111,node11044,connects_to
node13349,node44161,related
node37231,node47096,related
node30081,node69850,connects_to
node60772,node4434,connects_to
node18064,node70619,connects_to
node71335,node6644,related
node35279,node38168,related
node54780,node11320,related
node10364,node16283,connects_to
node42404,node2463,depends_on
node21265,node41281,related
node40261,node18995,connects_to
node76171,node77612,related
node31023,node62390,depends_on
node20659,node47770,related
node9372,node24081,related
node64357,node59178,connects_to
node51056,node70112,connects_to
node81228,node47889,related
node78820,node80344,connects_to
node66759,node5031,connects_to
node30873,node29437,related
node51549,node4485,related
node9716,node10244,related
node19529,node40100,connects_to
node53384,node46976,connects_to
node78099,node6942,depends_on
node38462,node9971,connects_to
node12155,node17934,connects_to
node49617,node67196,depends_on
node51802,node24310,connects_to
node48062,node42012,related
node68471,node51669,connects_to
node60787,node47834,depends_on
node17863,node34885,related
node62268,node34950,connects_to
node30851,node62001,related
node39826,node44269,connects_to
node10393,node1789,depends_on
node34555,node2915,depends_on
node69920,node19938,related
node6390,node17414,depends_on
node23733,node31629,related
node81312,node31461,connects_to
node41919,node20309,related
node68136,node70139,related
node53496,node50736,connects_to
node35384,node53444,connects_to
node22232,node57193,connects_to
node76613,node75425,depends_on
node34813,node39181,depends_on
node7137,node18196,connects_to
node63786,node24330,connects_to
node62223,node81468,connects_to
node4666,node75921,depends_on
node75290,node29875,related
node52360,node38300,connects_to
node66073,node49017,connects_to
node23384,node50846,related
node7308,node82863,connects_to
node39477,node74359,connects_to
node49079,node72327,connects_to
node45326,node79633,connects_to
node16182,node37339,connects_to
node78986,node26564,related
node50802,node34643,depends_on
node5340,node75233,depends_on
node63725,node30266,depends_on
node16716,node82454,related
node36654,node30163,related
node60356,node75111,depends_on
node76775,node2461,related
node73430,node39581,connects_to
node55066,node51536,depends_on
node59709,node52802,connects_to
node67956,node56712,related
node20369,node35583,depends_on
node54990,node53728,related
node9527,node38050,connects_to
node24160,node82328,related
node35354,node47254,depends_on
node13987,node19896,connects_to
node70329,node56719,depends_on
node58656,node22496,connects_to
node66879,node61895,depends_on
node9892,node39,connects_to
node82311,node50048,connects_to
node55659,node36624,depends_on
node62178,node72708,connects_to
node66172,node31881,depends_on
node64738,node6394,depends_on
node27295,node1816,depends_on
node3037,node46407,related
node34239,node79351,depends_on
node66696,node57378,depends_on
node14785,node19922,connects_to
node6872,node52326,depends_on
node51624,node74161,connects_to
node13679,node60907,connects_to
node47925,node23584,depends_on
node62359,node61264,related
node34968,node8719,depends_on
node41366,node38958,connects_to
node36000,node27909,related
node63891,node44439,depends_on
node41220,node12301,connects_to
node16534,node12643,related
